title,author,genres,plot,vote_average,vote_count,release_date,large_cover_url
Haunting on Fraternity Row,Brant Sersen,"Horror, Mystery, Thriller","A fraternity house throws their big ""Winter Luau"" party but when fraternity brothers and coeds begin dying horrible deaths they discover an evil entity has taken over the house.",5.5,47,2018-11-02,https://image.tmdb.org/t/p/original/gTlebLaA1zTVbZZdGEoxhjIWgew.jpg
House on Haunted Hill,William Malone,Horror,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,5.6,865,1999-10-29,https://image.tmdb.org/t/p/original/gw4nBqg4czkMm5GFL2DEMCytxOL.jpg
Gangster Squad,Ruben Fleischer,"Crime, Drama, Action, Thriller","Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",6.362,4005,2013-01-09,https://image.tmdb.org/t/p/original/1eW9kFSuTQfyMvZKtxlnwKRBvI.jpg
Curious George,Matthew O'Callaghan,"Adventure, Animation, Comedy, Family","When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",6.4,500,2006-02-10,https://image.tmdb.org/t/p/original/8rVOLdmWDq2gcyURN4qDfbL7eKd.jpg
Hide and Seek,John Polson,"Horror, Mystery","David Callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, Emily on his own. David is at first amused to discover that Emily has created an imaginary friend named 'Charlie', but it isn't long before 'Charlie' develops a sinister and violent side, and as David struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'Charlie' isn't just a figment of Emily's imagination.",6.3,1562,2005-01-27,https://image.tmdb.org/t/p/original/4ByhV9ufvz6UKqaYN8nSL2fEECR.jpg
Will & Harper,Josh Greenbaum,"Documentary, Comedy","When Will Ferrell's good friend Harper comes out as a trans woman, they take a road trip to bond and reintroduce Harper to the country as her true self.",7.4,58,2024-09-12,https://image.tmdb.org/t/p/original/1xbYcoEb9gqezNnLgjWcZI5Hlsl.jpg
Maniac Cop 3: Badge of Silence,Alan Smithee,"Action, Horror","When Kate Sullivan storms a hostage situation, the whole incident is captured on tape by an unscrupulous media crew who edit the footage to show her killing a helpless victim. ""Maniac Cop"" takes it upon himself to exact revenge upon those who smeared her name.",5.2,147,1992-12-10,https://image.tmdb.org/t/p/original/eudxXXeQaU27VqKFdvWFRmrf1gm.jpg
Fearless,Ronny Yu,"Drama, Action","Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",7.5,1268,2006-01-26,https://image.tmdb.org/t/p/original/huhvmSHMVXWHRgCSenRWQKVF242.jpg
Dear John,Lasse Hallström,"Drama, Romance, War","While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",6.8,4136,2010-02-04,https://image.tmdb.org/t/p/original/aVuZkLINuugBdDYaXUZtc6NNIEq.jpg
Pretty Young Sister 4,Choi Jin-chul,"Drama, Romance","Jeong-woo who is tired of instant food and living alone decides to order delivery food. However, Ga-yeong, the delivery driver, is unfriendly even if she was late. To criticize Ga-yeong sarcastically, he asks, ""Will you do everything if I give you money?"" Ga-yeong takes the words seriously and attacks Jeong-woo's house. Woo-hyeon is questioning the woman's underwear found at the house of Hyeon-min who came to play at Jeong-woo's house, and learns the situation through Ga-yeong who just came. He said he was better than Jeong-woo. However, Ga-yeong is already full of thoughts of eating both of them.",6.0,4,2021-01-15,https://image.tmdb.org/t/p/original/bhozm1Mjn1bkfiwukK5EUj3ecfI.jpg
Billie Eilish: The World's a Little Blurry,R. J. Cutler,"Documentary, Music","This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life.",8.3,301,2021-02-26,https://image.tmdb.org/t/p/original/bDQ95W5LPHW9FHlPj3QX3jvM9Z7.jpg
Redirected,Emilis Vėlyvis,"Action, Comedy, Crime, Thriller","Four friends become stranded in Eastern Europe and have to become hit men, prostitutes, corrupt cops, smugglers and more to make it home.",5.809,359,2014-01-10,https://image.tmdb.org/t/p/original/qQUqHogCcyqFGbxAG26yGymSMfT.jpg
Those Happy Days,Olivier Nakache,"Comedy, Family","Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings...",7.368,1032,2006-06-28,https://image.tmdb.org/t/p/original/hCBcTQPqNY0HzzCcnoem8NNgI6W.jpg
Galaxy Games,Ben Carland,Fantasy,"A group of young adults are sent to a faraway planet to compete in the prestigious Sol Invictus games. When disaster strikes and the teams are stranded without equipment or communication, they must work together to survive long enough to be rescued.",5.1,10,2022-07-04,https://image.tmdb.org/t/p/original/t0QRi2aO2y6k56uNFh01UBF4nu8.jpg
A Wish for Christmas,Christie Will Wolf,"TV Movie, Romance, Drama, Fantasy","Sara Shaw is the type of woman who prefers to sit on the sidelines at work, but when her big idea for a Christmas initiative is stolen, she makes a wish to Santa that she'll finally have the courage to stand up for herself. Santa grants her wish, but only gives her 48 hours. As the clock ticks, Sara will discover how to channel the Christmas magic and speak her mind all on her own.",6.0,255,2016-11-05,https://image.tmdb.org/t/p/original/7AP3MF2VJ62VqFwP7VNje2vWTd1.jpg
The Hater,Jan Komasa,"Drama, Thriller",A duplicitous young man finds success in the dark world of social media smear tactics — but his virtual vitriol soon has violent real-life consequences.,6.9,541,2020-03-06,https://image.tmdb.org/t/p/original/rlVctjcab46ALMOVEQfcKTCkpaV.jpg
Surviving Christmas,Mike Mitchell,"Comedy, Romance","A lonely, obnoxious young millionaire pays a family to spend Christmas with him.",5.7,531,2004-09-21,https://image.tmdb.org/t/p/original/cD3KzhupJApcGyxe4EYtb7aQlUy.jpg
Dial M for Murder,Alfred Hitchcock,"Thriller, Crime","An ex-tennis pro carries out a plot to have his wealthy wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway.",8.02,2588,1954-05-29,https://image.tmdb.org/t/p/original/clyd4ONJgWYSw1a0UdlbZ6NYrNo.jpg
Fahrenheit 9/11,Michael Moore,Documentary,Michael Moore's view on how the Bush administration allegedly used the tragic events on 9/11 to push forward its agenda for unjust wars in Afghanistan and Iraq.,7.08,1394,2004-06-25,https://image.tmdb.org/t/p/original/59zoUeS0ugSEl8tyTCz5RAHYlie.jpg
Primeval,Michael Katleman,"Adventure, Horror, Action",A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,6.1,402,2007-01-12,https://image.tmdb.org/t/p/original/qjTzsEiKtaavYb123HBtzRObRtl.jpg
Airplane Mode,César Rodrigues,"Comedy, Drama, Romance","When Ana, an influencer, crashes her car while talking on the phone, she's shipped to her grumpy grandfather's farm -- and forced into a digital detox.",6.3,699,2020-01-23,https://image.tmdb.org/t/p/original/hDZBhyl83F07syVhQ0q21NBZSCC.jpg
The Prey,Eric Valette,"Action, Crime, Thriller","A robber escapes from prison with a single objective in mind: to track down his former cellmate, a serial killer who intends to pin his crimes on him. A cop is sent after the robber who, despite his best efforts, soon becomes Public Enemy Number One. As the protagonists are driven to their limits, it becomes increasingly unclear who is the hunter and who is the prey.",6.4,204,2011-04-12,https://image.tmdb.org/t/p/original/vv30WTTkdstFcOW82EigWQNBHik.jpg
The Stepford Wives,Bryan Forbes,"Mystery, Thriller, Science Fiction, Horror","Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",6.7,314,1975-02-12,https://image.tmdb.org/t/p/original/A32FFfs7JHeGbeJ51tB26K3P3Xf.jpg
Cinderfella,Frank Tashlin,"Comedy, Fantasy, Music","When his father dies, poor Fella is left at the mercy of his snobbish stepmother and her two no-good sons Maximilian and Rupert. As he slaves away for his nasty step-family, Maximilian and Rupert attempt to find a treasure Fella's father has supposedly hidden on the estate. Hoping to restore her dwindling fortunes, the stepmother plans a fancy ball in honor of the visiting Princess Charmein whom she hopes will marry Rupert. Eventually, Fella's Fairy Godfather shows up to convince him that he has a shot at winning the Princess himself.",6.127,106,1960-12-18,https://image.tmdb.org/t/p/original/lPZ7PGGV5R0trYYlBbOvkFpjHOT.jpg
The Birth of a Nation,D.W. Griffith,"Drama, History, War","Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.",6.0,526,1915-02-08,https://image.tmdb.org/t/p/original/f9MkgI1ObRVvJwWgJyWtRbgyWng.jpg
X-Men: The Mutant Watch,Thomas C. Grane,Documentary,"While Senator Kelly addresses a senate committee about the supposed mutant menace, we learn about the making of the movie, X-Men.",6.993,220,2000-07-02,https://image.tmdb.org/t/p/original/vF02RqXLgtmpJM5CRLSuvN3fVHi.jpg
Promare / Side: Galo,Hiroyuki Imaishi,"Action, Animation, Science Fiction","A prequel to Promare, set one day before the events of the film.",7.3,25,2019-05-24,https://image.tmdb.org/t/p/original/bAlPJjI1COf97J8EfToYGsFgqFc.jpg
Sex Appeal,Talia Osteen,"Comedy, Romance","Avery, a teenager with a tendency towards perfectionism, enlists her friend Larson to help her prepare for her first time with her long-distance boyfriend.",6.7,282,2022-01-14,https://image.tmdb.org/t/p/original/fqa0Q0G4NXOixgxTsBOsIxDyfEc.jpg
Vantage Point,Pete Travis,"Drama, Action, Thriller, Crime","During an historic counter-terrorism summit in Spain, the President of the United States is struck down by an assassin's bullet. Eight strangers have a perfect view of the kill, but what did they really see? As the minutes leading up to the fatal shot are replayed through the eyes of each eyewitness, the reality of the assassination takes shape.",6.4,1998,2008-02-01,https://image.tmdb.org/t/p/original/oKUHj614tXd1b55bR0Bxq4GOMMD.jpg
Fireflies in the North,Hideo Gosha,Drama,"Set in the icy wilderness of Hokkaido during the early days of the Meiji era, where the brutal warden of Kabato Prison terrorizes convicts sentenced to forced labor to build the roads needed to open up the territory.",5.3,6,1984-09-01,https://image.tmdb.org/t/p/original/jaHbkAd9cA4EhIP49adGXypFSBX.jpg
God's Not Dead: In God We Trust,Vance Null,Drama,"In a time of profound political, civil, and spiritual turmoil, Reverend David Hill grapples with the crucial question: Does God still have a place in politics? Compelled to enter a congressional race after the sudden death of a favored incumbent, David faces off against state senator Peter Kane, a formidable opponent determined to push religion out of the public square and cause greater divide.",4.5,11,2024-09-12,https://image.tmdb.org/t/p/original/ei4DJPswJ2s2tSyhVLbm1EHVxVJ.jpg
Alex & Emma,Rob Reiner,"Comedy, Romance","Writer Alex Sheldon must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix. But, as Alex falls for Emma, his work takes a different turn.",5.256,201,2003-06-20,https://image.tmdb.org/t/p/original/amyiDlaxMbaUMUg0l7Lg1y1tU7F.jpg
Beat Street,Stan Lathan,"Drama, Music","An aspiring DJ, from the South Bronx, and his best friend, a promoter, try to get into show business by exposing people to hip-hop music and culture.",6.9,84,1984-06-08,https://image.tmdb.org/t/p/original/ry2gHslkvEWYWBagkTnzSkGOuxA.jpg
